artist,song,lyrics,flg
緑黄色社会,あのころ見た光,憧れていた自分になれたかな　時の流れに心が追いつかなくて　　不安なはずの未来がさ　確かに光っていたんだ　「進むしかない」と、僕らは震えていた　　twenty-one　もがいてきた　果てのない迷路　目指せ、目を伏せ、怖いの飛んでゆけ　予測はできない明日に手を伸ばして　僕ら今を生きてる　　苦い言葉でもあの日を通り越してさ　時が経てばやっと意味が分かるんだ　　嫌いなものでも　ある日好きに変わる　そんな不思議が起こるから背伸びはやめた　　引き返そうとしたってさ　風がぐっと強く吹いてきた　「進むしかない」と、僕らは向き直った　　twenty-one　描いてきた　夢のないプロット　壊せ、転がせ、未来へ飛んでゆけ　じっとして今まで塞いで　灰になった想いを文字を繋げて　　今見えてるあの光が　誰かが放ったものなら　ねぇ　僕らが飛び込むその時　誰かの光になれるかな　　照らし出すよ　君を　　twenty-one　今まで見逃していたヒント　本当はそこらに散らばっている　やっと今見つけた答えを身にまとって　僕ら明日を生きてく,1
緑黄色社会,アラモードにワルツ,アイスクリームうだる　君だけに見せた　動かない眉には嫌気がさしてる　　ずっと変わりはしないでなんて　そんな君こそいかがでしょうか　恋はいつまでもいつまでも　恋でいてくれない　　逃げてくのは君のアラモード　食べかけたら最後まで　お皿の底見せて踊るの　ふたりのワルツを　　美味しくなれ君のアラモード　溶けだすのも惜しむくらい　色が褪せることはない　赤いまんまるな果実なら　　これ以上はどこもかしこも残さないでいてね　明日は今日より深いとこに行こう　　ずっと変わりはしない気持ちが　揺らぎやすい君まで伝われ　恋をいつまでもいつまでも　恋のままにしよう　　くどくなったならリボンをほどいて　足りないのならギュッと結んで　変わったと君は言うけど　これが本物だから　　逃げてくのは君のアラモード　本物をまだ君は知らない　お皿の底見せて踊れば　完璧なワルツね　　美味しくなれ君のアラモード　まじないのキスを落として　君の口へ運んだ　赤いまんまるな果実から,0
緑黄色社会,Alice,あっという間に消えてシャボン玉のようだ　追いかけても追いかけても見失ってしまう　　おっと何処へ行くの？　着飾って胸膨らませて　僕と同じように誰かを追ってる眼差しで　　右を見たって左見たって　いない　いない　早くあのスカートを捕まえなきゃ　　待ってよ　待ってよ　おいそっち行かないでよ　片言の愛は相手にされず　そっぽ向いてるAlice　待ってよ　待ってよ　話だけでも聞いてよ　どうか足を止めてよ　ねえ Alice　　さっきまでと違うシャボン玉模様だ　はやる思いに涙を浮かべた眼差しで　　膨らんだ胸とスカートとは裏腹に　僕と同じように涙を浮かべた眼差しで　　どうしたの？って声かけたって　いない　もういない　いないわけないから見つけなきゃ　　待ってよ　待ってよ　おいそっち行かないでよ　堅苦しいけど愛しているよ　こっち向いてよAlice　待ってよ　待ってよ　試しに笑いかけてよ　どうか足を止めてよ　ねえ　早く　　消えた淡い影　そよぐ風　キリを付けなよと諭されてる　でも心が燃えたぎってる　今こそ　　待ってよ　待ってよ　そっち行かないでよ　　待ってよ　待ってよ　おいそっち行かないでよ　片言の愛を抱えて君に届くまで走るよ　「待ってよ　なんでよ」って　愛しい声が聞こえる　後ろを振り返れば　Alice,0
緑黄色社会,安心してね,私があなたを横目で見るのは　距離があるからじゃないわ　私があなたをその名で呼ぶのは　距離があるからじゃないわ　ずっと見上げていたいから　ずっとくすぐったいままでいたいから　　安心してね　どこにも行かないから　何も何も形にはできないけど　声に出すから漏らさず聞いていてね　あなたに寂しい思いさせないから　　いつかは褪せてく気持ちや思い出を　いつまでも守りたい　ずっと変わらず抱きしめて　ずっと名前を呼び続けるわ　　安心したら　眠くなって目を閉じて　誰も知らない世界でふたりきり　それだけで私明日も怖くないの　あなたに包まれているそれだけで　　あなたが知らず知らずのうちに　与えてくれる温かい気持ちを　どれだけ私返せるかな返したいな　私があなたにしてあげられることなんて　もうこれくらいよ　　いつでもここで　笑って迎えるからね　飛び込んできていいからね待ってるね　安心してね　どこにも行かないから　行かないから,0
緑黄色社会,アーユーレディー,アーユーレディー　僕らは夢をたぐり寄せて　旅を始めよう　まだ迷ってしまうけど　世界へ　未来へ　飛び出していこう　　声に出せば　言霊があるね　君とふたり　薄暗い部屋の中　恥じらいながら　語り明かした夜を　放て　　アーユーレディー　僕らは夢に怯えていたから　繋がっていたんだね　　どうしたいの？　息が止まったとき　最期が迫ったとき　やり残してしまえば何を思うの？　君と選んだから　君と望んだから　始まってもないこの世界が愛しいんだよ　届きそうだ　どんな未来も君となら　　握りしめた　無名のパスポート　ここから僕ら　何者にでもなれる　　痛む日々よ　翔け上がる羽となれ　　ただ怖い怖いと夢を隠した　だってだってねこの命は　一度きりだけど一度きりだから　　どうかどうかこの道の果て　幸か不幸か秤にかけて　心のどこかで迷ってる　　アーユーレディー　僕らは夢に踊らされながら　本気のステップで　まだ見ぬステージへ　　どうしたいの？　息苦しい夜に　生きがいがあったなら　始まってもない朝日がきっと昇るよ　君を選んだから　君を望んだから　取るに足らないこの世界も愛しいんだよ　届きそうだ　どんな未来も君となら,0
緑黄色社会,一歩,狭かった視界に映りこんできたのは　あなたの方でしょう　目を逸らしてみても　焼きついて消えないままの　あなたでした　　責めているわけでも　浮かれているわけでもない　ただあなたに戸惑っているだけ　歩幅を合わせて　　なんと伝えたらいいのでしょうか　見合う言葉が見つからなくて　首元まで向けられた視線も　やり場のなさに怖じ気付いて俯いた　その先に見えたつま先はあなたを捉えてる　私から一歩、近付いてもいいですか　　調子などとっくに狂わされてしまったの　あなたのせいでしょう　手につかないルーティン　誰にも見られたくない　そう　あなたにだけ　　逃げてしまわないの？　離れてしまわないの？　ねえ　まだ分からない　どこまで近付いたの　あなたとの距離　　世界がこんなに鮮やかなんて知らなかったの　明日がこんなに恋しいなんて初めてなの　いい加減に気付いた　これはつまり落ちてしまった　恋に　　なんと伝えたらいいのでしょうか　未だに声が小さく揺れて　なんともないように見えるあなたに　少しばかりね　悔しくなって　なんと伝えたらいいのでしょうか　見合う言葉が見つからなくて　言葉にならない気持ちはいっそ　言葉じゃないもので伝えたくて俯いた　その先に見えたつま先はまだあなたを捉えてる　初めての一歩、使うべきはきっと今だ,0
緑黄色社会,inori,真っ逆さまに思えてしまう　アスファルトの夜空に　あなたを探した　　見たり　見えたり　見て見ぬふり Mystery　そうして僕たちは　互いを見失った　　泣きそうな声　纏う Perfume　今でもずっと消えずにいるよ　どこまでが本当で嘘か　分からなくなれど　　今夜も何処かもう一度あなたと　出会える夢を見てる　何もできずに　何ができるか考えている　(Take me to the truth)　何周目かの灯台下照らし　意味がないはずないさ Tonight　いつかは何処かどうにかあなたと　笑えるようにやり直して　　見つからない　見つからない　鳴らし続けるだけのサイレンだ　見破れない　見破れない　種も仕掛けも何もない真実が　　(今夜も何処かもう一度あなたと)　(いつかは何処かどうにか)　　のらり暗がり　行ったり来たり　既に何処を歩けども　覚悟と弱音の間　　鳴かないのなら　鳴くまで待てば　今にもすっと消えそうな希望　「あと少し」を使い回しては　騙し騙しやれど　　曖昧　嫌忌して　問答　対峙した　大体　想定して　焦燥　退治した　どう転んで　どう進もうが　これ以上何もできない　　今夜も何処かもう一度あなたと　出会える夢を見てる　真実だけがポートレイトみたいに　浮かび上がるハッピーエンド　　見つけるさ　見つけるさ　ここに祈りを捧ぐ pray for you　もう一度　出会えたら　それが僕らの初めましてだから　　(いつかは何処かどうにかあなたと)　今夜も何処かもう一度あなたと,1
緑黄色社会,want,アイスクリームが食べたい　ふさふさのパンダに乗りたい　ずっと深く眠っていたい　流行りのお店に行きたい　　耳触りの良い声が聴きたい　そっとぎゅっと手を繋ぎたい　　あなたに会いたい　あなたに会いたい　　子供のように生きたい　何をしてても許されたい　だけど大人でもいたい　かっこいいねと褒められたい　　理由もなく電話をかけたい　そっとぎゅっと抱きしめたい　　あなたに会いたい　ただそれだけでいい　今すぐ行こうかな　怒られないかな　私だけじゃないかな　どうかな　　今すぐ全部叶わないかな　贅沢するならそう言うけど　あなたがいればそれでよくて　他になんにもいらなくって　オシャレな服、アクセサリー　魅力は一体どうしたの　もういらないもういらない　あなたがいいあなたがいい　　あなたに会いたい　あなたに会いたい　ただあなただけが欲しいの　ただそれだけなの安いもんでしょ,0
緑黄色社会,大人ごっこ,明日になればこの夢は醒めてしまうの　バスタブの泡は多過ぎて溢れる　　黒いシャツが揺れてる　靡く風も含めてよく似合ってるね　知らない街に2人ぼっちだ　　アルコールがかけた魔法　解ける前にその手に触れてしまいたい　なのにまだとぼけていたい　　言葉にしなくちゃ届かないけど　言葉にしたら失うものもあるよ　「あのね…」　また言えなかった　　明日になればこの夢は醒めてしまうの　バスタブの泡は多過ぎて溢れる　臆病が身に付いて　明日の夢さえ作れない　まだまだまだまだこのままがいい　　黒いシャツのその向こう　今鏡に映して確かめたい　舞い上がって私　馬鹿みたい　　近付く度に離れちゃいそうで　壊れないように後ろを気にしていた　「あのね…」　ああ　言いたかった　　ガラス窓に映ったあなたが曇って消えてゆく　誤魔化しがきかないくらい胸がつぶれる　気付かれないようにと　可愛げのない顔してる　まだまだまだまだこのままがいい　　「自分にないものをあなたはたくさん持ってる」　あなたもそう言っていたね　ふたりはまるで別の生き物のようで　結末はもう分かっていた　　明日になればこの夢は醒めてしまうの　バスタブの泡が焼き付いて離れない　臆病が身に付いて　明日の夢さえ作れない　まだまだまだまだこのままがいい,0
緑黄色社会,想い人,誰かに守られているのは　暖かくて心地がいいけれど　あなたを守ってくれたその誰かの　背中には見えない傷がある　　愛されながら愛していく　もらった愛の分だけ　守っていこう　返していこう　これ以上傷付けさせない　今ならば分かるよね　あなたをずっと守ってくれた　優しい気持ち　　誰かを守り抜くということ　決めたからこそ見える景色がある　握りしめた覚悟さえ　解かれ　ドキリとして投げ出したいくらい　　いいさ　あなたがいちばん大事でも　いちばんなんていくつあってもいい　あなたが守ると決めたその誰かを　浮かべればほらもう怖くない　　支えてくれた泣いてくれた　優しさを追いかけて　守っていこう　返していこう　抱きしめた手の温かさを　必ず覚えていて　誰かをずっと守ると決めた　本当の強さ　　先を歩く人の表情は分からない　気付かずにいたこれまでの涙　　“止まれ”口に出して　追いついたその先に　あなたをずっと守った背中　　愛されながら愛していく　もらった愛の分だけ　守っていこう　返していこう　誰かを想う　優しい気持ち,0
緑黄色社会,Alright!!,Always gonna be alright！！　根拠なんてない　とびきりの日々と目が合って　きっとgonna be alright！！　いいことがありそうな予感　　ほらもう眠い目こすって　出掛けよう今日から始まるLife　少しの不安と緊張に　勝ってしまう期待の鼓動　　おっとその前に　今日は何着るクローゼット　胸踊ってさ決められない　浮かれてる？　　Always gonna be alright！！　根拠なんてない　とびきりの日々と目が合って　きっとgonna be alright！！　いいことがありそうな予感　　Always gonna be alright！！　恥じらいなんてない　膨らんだ気持ちと手の鳴る方へ　きっとgonna be alright！！　遅すぎることなんてないから　今始めよう　　待ちきれずに飛び出しちゃって　気になる？今日はね流行りのStyle　鼻歌交じりで行けば　変わってしまう未来の模様　　ちょっと違うでしょ　だってメタモルフォーゼ　おろしたての足元が　フワフワさせる　　だけどこんなの　言わないでよシークレット　胸を張ってさ生まれ変わる　見とれてる？　　Always gonna be alright！！　他所は気にしない　退屈な日々も笑い合って　きっとgonna be alright！！　いいことがありそうな予感　　Always gonna be alright！！　間違いなんてない　差し込んだ光が導く方へ　きっとgonna be alright！！！　遅すぎることなんてないから　今始めよう　　(Don't be shy)　凛々しさ身に纏って　はみ出していこう　　(Now is the time)　迷いのないこの気持ち　守り続けていたい　　Always gonna be alright！！　根拠なんてない　とびきりの日々と目が合って　きっとgonna be alright！！　いいことがありそうな予感　　Always gonna be alright！！　恥じらいなんてない　膨らんだ気持ちと手の鳴る方へ　きっとgonna be alright！！　遅すぎることなんてないから　今始めよう,0
緑黄色社会,君が望む世界,丸めたその背中伸ばして　さあ　新しい世界を見てごらん　　おはよう　目が覚めたみたいだね　朝ごはんは準備できてるよ　行き先なんて決めてないけれど　たまにはいいんじゃない？　　そんな顔するだろうと思ったよ　あちこち見えるレンズなんて　今日は置いて出掛けてみようよ　ねえいいでしょ？　　力抜いてほら　余計なものは今はいらないさ　不真面目さだって時には大事　お願い僕に任せて　　君が望む世界を僕と一緒に見に行こう　遠回りも何度も付き合うよ　何も怖くはないさ　丸めたその背中伸ばして　さあ　新しい世界を見てごらん　　今まで君が歩いてきた道は　間違いなんかじゃないけど　それは本当に君が選んだ道だったの？　　ひとりじゃ怖くて進めないなら　ふたりで行こうよ　ほら目をつぶって　頭の中に自由な地図を描いて　　君が望む世界は手を伸ばせばすぐそこに　その世界だって君を望んでる　僕が側にいるよ　　このまま誰も知らない遠くの場所まで　僕が君を連れていくよ　何もかも気にしなくていい　わがまま言ったっていい　ほら準備出来たら行こうか君だけの場所　　その我慢も不安もいらないよ　飾らなくていい　思うままに自由に飛び込んで　さあ今目を開いて　　君が望む世界を僕と一緒に見に行こう　遠回りも何度も付き合うよ　何も怖くはないさ　丸めたその背中伸ばして　さあ　新しい自分を見てごらん,0
緑黄色社会,キャラクター,誰だってneed youだ　君のことがとても愛おしいんだ　いつだってneed you　そこら中にありふれたキャラクターが魅せる　奇跡の日々だ　　稽古、芝居のサイクル　誰かになりたくって　君はまた後悔　ダメダメの目配せ　効かないアドリブ　流れない涙　　瞬く間にも頑なにも　こぼれた弱音が　君の中に君がいること　教えてくれているんだ　それでいい　　誰だってneed youだ　君のことがとても愛おしいんだ　いつだってneed you　そこら中にありふれたキャラクター全てに　意味があるから　　自分が自分でいられなくなる　“わたしはどこでここはだれだ”　そんな日はいつでも戻っておいで　　燃える横目、握りしめた手　魅惑のアダプター　もっと見せて　台本は閉じて　君でいてみせて　ケセラセラ　　誰だってneed youだ　君はもがく、それがきらり　いつだってneed you　忘れないで　君からは見えないその目に命がある　　比べなくていいよ　君にしかできない君の役なんだから　一人居ないくらい　何も変わりはしないように思えるけど　　こんなんでいいの？　何でいいの？って…　間違ってないし　合ってないし　愛すべきなんだ　君のために光が注ぐよ　　誰だってneed youだ　君のことが好きになった　いつだってneed you　この舞台に生まれてきた全てのことは　産み出された、ただそれだけで意味があるから,0
緑黄色社会,キラキラ,あの夜は少し肌寒くて　下ろしたての服がちょうど良かった　きみの寝癖はたのしそう　わたしのくせ毛はどうだろう　　あの夜は少し心細くて　拗ねた素振りをちょいとかました　きみが頑張って笑う　だからわたしもそうした　　何も知らないくせに、って　知らせなかっただけなのにね　ずるいんだ　わたしもきみも　　ただふたり　キラキラ笑って　それだけのことが　やけに難しくって疲れたの　もう疲れたの　たのしいもうれしいも　ほんとはどこにあるのかな　　あの夜は何故か鮮明で　行くあてもなく話して歩いた　きみはきっと忘れてる　わたしは全部覚えてる　　何も知らないくせに、って　知ろうとしないだけなのにね　ずるいんだ　わたしもきみも　　ただふたりキラキラ笑って　それだけのことが　やけに難しくって疲れたの　もう疲れたの　　ただふたりキラキラ笑って　並んでいたかった　それだけのことが　わたしときみには難しかった　それだけのことよ　　誰も責めないよ　ほんとのたのしいとうれしいを　探そうか　　あなたがわたしをつくってしまった　わたしがあなたをつくってしまった　あなたがわたしをつくってしまった　わたしがあなたをつくってしまった,0
緑黄色社会,逆転,信じた私が馬鹿でした　遅かれ早かれこれでいいんだ　そうと決まれば話をしよう　今夜ばかりは全てを許すよ　　とっくに全部知っていたから　何度嘘を重ねたの　そうだったのねと笑うから　少しだけ馬鹿にさせて　　程よく仕上げた関係が　はらはらと崩れ去っていく　悲しいか悔しいかの感情に　操られている暇はない　　信じた言葉は泡のよう　きらりとしたらたちまち消えてく　今じゃ輝きも見つからない　終わり良ければ全てが良いもの　　たった少しの記憶でしょうが　特別だと思えたの　そんな純情ともおサラバ　私をもう信じないで　　ざわめく気持ちの正体は　きっと未経験へのスリル　あれほどに執着した存在に　これ以上手を焼く暇はない　　これはもう完全勝利　って言わざるを得ないくらい　今更の想いの逆転　　程よく仕上げた関係が　はらはらと崩れ去っていく　悲しいか悔しいかの感情に　操られている暇はない,0
緑黄色社会,結証,足元に弛む糸が　果てしなく伸びて光る　どこへ向かおうが　同じようについて回る　　逆らうなと覚悟して　遠い記憶懐古して　ついに手に取った　震え出した　この振動伝わる？　　いつかの答え合わせ　脈打つ胸を叩け　　引かれあっていたまだ強く強く　ピンと張ったままで手繰り寄せて　こころにぎゅっと結びつけて　ほら迷ってもたどり着けるように　ここに繋がってる証があるから　　何度だってまた出会えるから　　重ねてきた選択は　全て意味を持っている　間違いはないさ　あの涙だってここに繋がる　　偶然は連なって　今、必然に変わる　　伸ばした手はまだ遠く遠く　それでも確かに覚えている　こころにずっと残るぬくもりに　あの日のように生かされ続ける　明日何があっても結びつけたまま　　想えば想うほど　手繰り寄せる手は赤く滲んでゆく　張り詰めたその糸は固く、厚く、永く、太く　　信じあっていたまだ強く強く　瞼を閉じればそこにいる　　引かれあっていたまだ強く強く　ピンと張ったままで手繰り寄せて　こころにぎゅっと結びつけて　ほら迷ってもたどり着けるように　ここに繋がってる証があるから　　何度だってまた出会えるから,0
緑黄色社会,恋って,うるさい鼓動は何故か鳴り止まなかった　いい加減な返事だけど嫌な顔しないね　夕方過ぎたら迎えにきてねって　約束をしたらバイバイ　　また会えるなってちょっと期待するんだ　だけどそれは秘密　　恋ってどうやって始まって　どうやって終わってゆくの　どうやって見つけるの　教えて　それってどうやって深まって　どうして求めるの　どうやって叶えるの　教えて　　周りの目を盗んで時計を気にして　今日は何から何まで手につかなかった　夕方になって今から行くねって　約束の場所へ飛び出したら　　また会えたねってちょっと照れくさくって　ふたり紅く染まる　　恋ってどうやって始まって　どうやって終わってゆくの　どうやって見つけるの　教えて　それってどうやって深まって　どうして求めるの　どうやって叶えるの　教えて　　気付いたらとっくに始まっていたの　いつの間にか深く深く　どうやったかなんて結局わからなくてモヤモヤして　きっかけなんてもうなんでもよかったの　今になってしまえば　恋をしたの私　あなたに　　恋ってこんなにときめいて　こんなにくすぐったい　こんなに幸せで　素敵ね　いつかこんな日が来ること　どんなに憧れたか　どんなに夢見たか　知ってる？　ずっとこうやって続いたら　こうしていられたら　こうやって終われたら　なんてね,0
緑黄色社会,Copy,いつもそうやって私のペース崩すの　いとも簡単に　ほんと単純ね私　　日々の憂鬱もあなたの笑顔ひとつで　ほんと単純ね　簡単なのは私ね　　しつこいくらい　あとをついて回るわ　冴えない日が　こんなに鮮やかに変わる　　あなたが見るもの　あなたが話すもの　あなたのすべてが　私のすべてになった　なんでも真似て　どこへでもついて　気付いたら私　あなたになっていたみたい　不思議ね　　何度言ったって変わらないのねあなたは　そんな簡単に　愛を簡単に言うの　　だけどいいんだって　あなたなりの優しさがちゃんと伝わって　簡単なのよ私は　　うんざりしたい　ことだってあるのよ　でもかなわない　いつでも心が踊る　　勘違いしないでね　あなたになりたいわけじゃない　あなたの全てに惹かれている　　つまらなくなったといって　私じゃなくなったといって　置いていかないでね　　あなたの仕草が　あなたの口ぐせが　あなたのすべてが　まるで私のものみたいに　生かされている　満たされている　これが私の愛のかたちなの　　あなたが見るもの　あなたが話すもの　あなたのすべてが　私のすべてになった　なんでも真似て　どこへでもついて　気付いたら私　あなたになっていたみたい　不思議ね,0
緑黄色社会,これからのこと、それからのこと,不甲斐なさで浪費した時間はもう帰らない　今の私は誰がどう見ても　そうです空っぽなの　　悔しさかやけくそか分からない気持ちで　意味もなくふらついていたところに　落っこちたのです　　案外そういうものなのよ　流れるだけ流れたらいい　どんな自分も受け入れてく　生まれたての私でいればいい　　失うものなんてもうないし　残すところはスタート切るだけの伸び代ばかり　そろそろ考えてもいいかななんて　過去を嘆くのは馬鹿馬鹿しいとやっと気付いたよ　これからのこと、それからのこと　あなたとのこと、あなたとのこと　　夢だとか大袈裟に一括りするから　浮かばないことが恥ずかしくなるのです　　かき集めた100より残っていた1の方が　どうしてかなこの先永く続いていくらしいんです　　案外そういうものなのよ　見えないもの見なくてもいい　準備ならもう出来てるから　ただ笑った私がいればいい　　一番目なんていらないし　目指すところは特別っていう大事なところ　そろそろ考えてもいいかななんて　他でもないんですたった一人だけあなたのことを　　もうだめだとか吐き捨ててみた　愚痴さえ消えて空っぽになる　　何もないから何でも出来る　それだけでなんか軽くなった　生きていればこそ始まっていく　もっと飛べるように　手放すだけ手放したらいい　　失うものなんてもうないし　残すところはスタート切るだけの伸び代ばかり　そろそろ考えてもいいかななんて　過去を嘆くのは馬鹿馬鹿しいとやっと気付いたよ　これからのこと、それからのこと　あなたとのこと、あなたとのこと　あなたとのことだよ,0
緑黄色社会,sabotage,"せーので駆け出したはずなのにどうして　まるで私だけがサボタージュ　YESかNOの間でなんとなく生きて　まとわりついた悪いクセ　　そんなはずはない　だって集めてきた　好きなモノやヒト　あれ　なんだったっけ　　なんだか今なら　愛されるより愛したいとさえ思う　まだ間に合うかな　私このまま消えちゃわないように刻むの　　いつもは似たもの同士なのにどうして　どうせ私だけがサボタージュ　一度や二度の過ちがなんだ　数えりゃ1,2,3,4....　　ならばここからだって奮い立てよ　好きなモノやヒト　集めて行け　　追い越されながら　見つけたのは自分らしさの欠片　まだ間に合うかな　私このまま消えちゃわないように刻むの　　何も出来なくたって持ってなくたって　追いかけてる今が楽しいんだって思えたの　きっと浮かれている　だけど輝いてる　ああ生きている　　なんだか今なら　愛されるより愛したいとさえ思う　まだ間に合うかな　私このまま消えちゃいたくない　これが私だと　少しだけなら　今は胸を張って言えるの",1
緑黄色社会,サボテン,ごめんね　私はサボテンさえ上手く育てられずに　やりすぎた水が溢れていったよ　　ごめんね　今さら気付いたって元には戻らない　謝ることしかできなくなったよ　　水だけあげてりゃいいなんて　真に受けてたらこうなった　愛には加減があるなんて　誰も教えてはくれなかったのに　　溺れて枯れた窓際の愛は　間違っていたのかな　花が咲くのが見たかったから　良かれと思ってた　ただただ私は私なりに育てました　ただただ私は私なりに愛を注いだの　　ごめんね　私は大丈夫と関係ないふりして　いらない自信が溢れていったよ　　こんなに　変わってしまうなんて　私の都合のいい頭では　きっと分からなかったよ　　独りよがりでもいいなんて　どうして思えていたの　やっと解決したくなって　調べた結果に悲しくなった　　溺れて枯れた窓際の愛が　教えてくれたかな　知らない間にすれ違っていた　愛の育て方　ただただ私はあなたの喜ぶ顔が　ただただ私はあなただけに愛を注いだの　　花が咲いたら私の愛は　報われるのかな　諦めきれない意地の強さを　心の強さに変えたい　　溺れて枯れた窓際の愛は　間違っていなかった　丁度良さなんて分かっていても　愛は止まらなかった　　必ず無駄にはしないよ枯れたサボテン　いつかいつか私の愛の花を咲かせよう,0
緑黄色社会,幸せ,少し前の私と話が出来るなら　こんな事想像していたかと　口を滑らせてしまうと思う　　小股で歩くその姿を　もうずっと後ろから見ていたから　歩幅は違えど同じ速度で歩くのが　可笑しくて　可笑しくて　幸せがこぼれそう　　あなたが好むもの　あなたが嫌うもの　初めはこんなに知らなかった　案外わがままなあなただった　　それでも繋ぐこの右手は　ただぎゅっと力を込め握っても　隙間ができる程勝てやしない大きさで　愛しくて　愛しくて　幸せを噛み締めてる　　２人で開けた重たいドアから　差し込んだ白い光がずっと永く伸びて　足元を照らし続けてくれる　私たち　大丈夫だね　本当にそう思ったの　　あなたが笑うその姿を　もうずっと隣で見たかったの　これから先も見ていたいの　もう離さないから離さないでね　　小股で歩くその姿を　もうずっと後ろから見ていたから　歩幅は違えど同じ速度で歩くのが　可笑しくて可笑しくて　私　幸せだよ　　少し前の私と話が出来るなら　必ずその手を離さないでと　口を滑らせてしまうと思う,0
緑黄色社会,視線,いつだって得意さ君を見つけること　気付けば視線が君を追って離さない　　どこまで行けるか分からないけど　試したくなるのが性ってもんさ　あまりに綺麗で脆くて怖い　どうせ壊れてしまうなら　　少しだけでいいから君に触れたい　　絡まって解けた偶然の視線が　全ての始まりになるなんて思わない　　日毎に増してく欲深さよ　どうか君だけにはばれないで　　届かなくていいから君に告げたい　　少しだけでいい　偶然なんかじゃなくてさ　君の瞳で僕を捉えて　　目まぐるしい日常の中　そっと想い続けている　大切にしてたこの気持ちでも　愛と呼ぶにはまだ早い,0
緑黄色社会,Shout Baby,いつもと違う髪のにおい　踊らされてしまう悔しいな　緩んでしまう口元　マフラーにそっと沈めた　　いつから私こんな風に　我慢強くなれていたんだろう　子供の頃から泣き虫だって馬鹿にされたのに　　内緒にしていてね　なんて残酷な言葉　叫び声霞んでく　ありふれてるはずの未来には遠くて　　誰に聞かずとも分かる　あいつの元には届きやしない　どこに辿り着けばいい？　分からなくてただ縋り付いて　毎日の不安をかき消すほど　胸を焦がす憧れなど消えない　変わりたい　　何でもすぐに後回しに　してしまうような私だから　僅かな繋がりだけでもずっと守りたかった　　内緒にしていたら　あってもないようなものだね　忘れてしまえる程　ちっぽけな想いではないよ分かってる？　　夜が明ける頃にまた　真面目な姿だけ身に付けて　だってそれしかなかったの　初めてのことに戸惑ってる　退屈な時間をかき消すほど　胸を占めるあいつなんて　もう　　こんなもの知りたくなかった　あの時ああすれば良かった　こんなに脆いものだけど　自分を肯定したかった　悪いことをしてるようで　自分が情けなかった　だけど全て初めてで　まだ信じていたかった　　誰に聞かずとも分かる　あいつは幸せをくれやしない　それでもあいつがくれたもの　何もなかったわけじゃないから　毎日の不安をかき消すほど　ずるい嘘が嬉しくて消えない　変わりたい,1
緑黄色社会,スカーレット,やるせないな　不甲斐ないな　こんな今日じゃ終われないや　真っ赤な終電車は　ガタゴトあなたを連れて行った　　味気ないアイデア　ベタなユーモア　こんな今日じゃ笑えないや　降りかかった雨に　泣き言吐き捨てた　　鬱屈とした日々を　吹き飛ばすその笑顔ください　　なんにもないなんでもない　日々の連続です　そのせいあなたの声だけが　胸をざわつかせるのです　願ったり叶ったりだと　思い込んで仕舞えば　なんにもないなんでもない　明日も悪くない　　愛のメロドラマ　あのテレビスターのように　ヘラヘラしてられたら　真っ新に全て　捨ててしまいたいや　　あなたという終点に　たどり着く乗車券ください　　なんにもないなんでもない　日々の往復です　そのせいあなたの声だけが　この身をただ生かすのです　願ったり叶ったりだと　思い込んで仕舞えば　なんにもないなんでもない　明日も悪くない　　ずぶ濡れになっていいのさ　泣きたけりゃ泣けばいいのさ　降り続く雨に　訪れぬ晴に　　ぶつけてしまえメロディ　叫ぶのだ派手に　　なんにもないなんでもない　日々の連続です　それでもあなたの声だけが　明日へと連れ出していくのです　真っ赤に光る始発電車　飛び込んで仕舞えば　なんにもないなんでもない　私とサヨナラ,0
緑黄色社会,スクリーンと横顔,貸し借りしていた小説が映画になるって　チケット握りしめ飛び込んだんだ　思い出の映画館　　お互い分かっているはずの話でさえも　この場所であなたと見れば　きっと新しく見える　　スクリーンと横顔　交互に見やると　泣かないはずのあなたが泣いていた　　重ねた2人が別々の道を行く　そんなはずないと思いたかったんだ　ハッピーエンドの物語ばかり夢見ていた　離れたくないな離したくないな　握った手に力がこもる　私たち　今　きっと同じ気持ち　　夕焼けに染る帰り道　ふいにあなたが揺れて影になる　些細なヒント見逃しちゃいない　　カラメルの香りが思い出させる　泣かないはずのあなたが泣いていた　　何気ない会話の、表情の中にある　こんなに小さなすれ違いでさえも　ハッピーエンドを遠ざけるなんて知らなかった　離れたくないな離したくないな　困ったときいつもそばにいたい　私たち　今　ちゃんと話をしよう　　決められた結末　与えられた未来　この通りその通りに話は進むのか　運命さえ変えよう　隠さないで泣いてよ　続いていく道があるから　　重ねた2人が別々の道をいく　ありがとうなんて告げて手を振ったよ　ハッピーエンドの物語ばかりじゃないのなら　離れたくないな離したくないな　握った手に力がこもる　私たち　今　きっと同じ気持ち　越えていく2人の道,0
